Order_Item_ID,Order_ID,Shipping_Mode_ID,Order_Date,Shipping_Date,Days_Shipping_Actual,Days_Shipping_Scheduled,Delivery_Status,Late_Delivery_Risk,Shipping_Delay_Days
105986,42448,SHP-4,2016-09-11,2016-09-15,4,4,Shipping on time,0,0
105983,42448,SHP-4,2016-09-11,2016-09-15,4,4,Shipping on time,0,0
105949,42435,SHP-4,2016-09-11,2016-09-17,6,4,Late delivery,1,2
105936,42430,SHP-4,2016-09-11,2016-09-17,6,4,Late delivery,1,2
105931,42427,SHP-1,2016-09-11,2016-09-13,2,1,Late delivery,1,1
105916,42422,SHP-4,2016-09-11,2016-09-14,3,4,Shipping canceled,0,-1
105912,42421,SHP-4,2016-09-11,2016-09-13,2,4,Advance shipping,0,-2
105907,42419,SHP-4,2016-09-11,2016-09-16,5,4,Late delivery,1,1
105903,42418,SHP-4,2016-09-11,2016-09-15,4,4,Shipping on time,0,0
105886,42411,SHP-1,2016-09-11,2016-09-13,2,1,Late delivery,1,1
105867,42403,SHP-4,2016-09-10,2016-09-14,4,4,Shipping on time,0,0
105861,42402,SHP-4,2016-09-10,2016-09-13,3,4,Advance shipping,0,-1
105857,42400,SHP-4,2016-09-10,2016-09-16,6,4,Late delivery,1,2
105853,42398,SHP-4,2016-09-10,2016-09-14,4,4,Shipping on time,0,0
105852,42397,SHP-3,2016-09-10,2016-09-13,3,2,Late delivery,1,1
105851,42396,SHP-4,2016-09-10,2016-09-12,2,4,Advance shipping,0,-2
105846,42395,SHP-3,2016-09-10,2016-09-16,6,2,Late delivery,1,4
105831,42385,SHP-1,2016-09-10,2016-09-12,2,1,Late delivery,1,1
105820,42378,SHP-1,2016-09-10,2016-09-12,2,1,Late delivery,1,1
105809,42374,SHP-4,2016-09-10,2016-09-15,5,4,Late delivery,1,1
105806,42373,SHP-3,2016-09-10,2016-09-14,4,2,Late delivery,1,2
105800,42371,SHP-3,2016-09-10,2016-09-12,2,2,Shipping on time,0,0
105798,42370,SHP-4,2016-09-10,2016-09-16,6,4,Late delivery,1,2
105773,42361,SHP-4,2016-09-10,2016-09-12,2,4,Advance shipping,0,-2
105759,42356,SHP-1,2016-09-10,2016-09-12,2,1,Late delivery,1,1
105748,42352,SHP-4,2016-09-10,2016-09-13,3,4,Advance shipping,0,-1
105728,42344,SHP-4,2016-09-10,2016-09-15,5,4,Late delivery,1,1
105727,42343,SHP-4,2016-09-10,2016-09-14,4,4,Shipping on time,0,0
105698,42329,SHP-3,2016-09-09,2016-09-14,5,2,Late delivery,1,3
105684,42323,SHP-4,2016-09-09,2016-09-13,4,4,Shipping on time,0,0
105670,42320,SHP-4,2016-09-09,2016-09-15,6,4,Late delivery,1,2
105650,42313,SHP-4,2016-09-09,2016-09-13,4,4,Shipping on time,0,0
105649,42313,SHP-4,2016-09-09,2016-09-13,4,4,Shipping on time,0,0
105641,42310,SHP-4,2016-09-09,2016-09-15,6,4,Late delivery,1,2
105623,42304,SHP-3,2016-09-09,2016-09-14,5,2,Late delivery,1,3
105618,42303,SHP-3,2016-09-09,2016-09-13,4,2,Late delivery,1,2
105596,42293,SHP-1,2016-09-09,2016-09-11,2,1,Late delivery,1,1
105575,42285,SHP-4,2016-09-09,2016-09-15,6,4,Late delivery,1,2
105573,42285,SHP-4,2016-09-09,2016-09-15,6,4,Late delivery,1,2
105562,42282,SHP-4,2016-09-09,2016-09-12,3,4,Advance shipping,0,-1
105546,42275,SHP-4,2016-09-09,2016-09-15,6,4,Late delivery,1,2
105538,42271,SHP-4,2016-09-09,2016-09-11,2,4,Advance shipping,0,-2
105508,42259,SHP-1,2016-09-08,2016-09-10,2,1,Late delivery,1,1
105503,42258,SHP-1,2016-09-08,2016-09-10,2,1,Late delivery,1,1
105499,42256,SHP-4,2016-09-08,2016-09-10,2,4,Advance shipping,0,-2
105496,42255,SHP-4,2016-09-08,2016-09-14,6,4,Shipping canceled,0,2
105480,42246,SHP-3,2016-09-08,2016-09-10,2,2,Shipping on time,0,0
105479,42246,SHP-3,2016-09-08,2016-09-10,2,2,Shipping on time,0,0
105472,42243,SHP-1,2016-09-08,2016-09-10,2,1,Late delivery,1,1
105460,42236,SHP-1,2016-09-08,2016-09-10,2,1,Late delivery,1,1
105458,42235,SHP-1,2016-09-08,2016-09-10,2,1,Late delivery,1,1
105446,42229,SHP-4,2016-09-08,2016-09-13,5,4,Late delivery,1,1
105437,42222,SHP-3,2016-09-08,2016-09-11,3,2,Late delivery,1,1
105427,42220,SHP-1,2016-09-08,2016-09-10,2,1,Late delivery,1,1
105425,42220,SHP-1,2016-09-08,2016-09-10,2,1,Late delivery,1,1
105423,42217,SHP-4,2016-09-08,2016-09-11,3,4,Advance shipping,0,-1
105416,42216,SHP-4,2016-09-08,2016-09-10,2,4,Shipping canceled,0,-2
105402,42209,SHP-4,2016-09-08,2016-09-13,5,4,Shipping canceled,0,1
105395,42208,SHP-4,2016-09-08,2016-09-12,4,4,Shipping canceled,0,0
105389,42205,SHP-3,2016-09-08,2016-09-14,6,2,Late delivery,1,4
105361,42194,SHP-4,2016-09-07,2016-09-12,5,4,Late delivery,1,1
105349,42186,SHP-4,2016-09-07,2016-09-09,2,4,Advance shipping,0,-2
105347,42186,SHP-4,2016-09-07,2016-09-09,2,4,Advance shipping,0,-2
105334,42181,SHP-4,2016-09-07,2016-09-09,2,4,Advance shipping,0,-2
105330,42179,SHP-4,2016-09-07,2016-09-12,5,4,Late delivery,1,1
105321,42176,SHP-4,2016-09-07,2016-09-09,2,4,Advance shipping,0,-2
105270,42155,SHP-4,2016-09-07,2016-09-13,6,4,Late delivery,1,2
105267,42154,SHP-4,2016-09-07,2016-09-12,5,4,Late delivery,1,1
105254,42150,SHP-1,2016-09-07,2016-09-09,2,1,Late delivery,1,1
105236,42144,SHP-4,2016-09-07,2016-09-12,5,4,Late delivery,1,1
105235,42144,SHP-4,2016-09-07,2016-09-12,5,4,Late delivery,1,1
105232,42143,SHP-4,2016-09-07,2016-09-11,4,4,Shipping on time,0,0
105215,42138,SHP-4,2016-09-07,2016-09-11,4,4,Shipping on time,0,0
105212,42137,SHP-4,2016-09-07,2016-09-10,3,4,Advance shipping,0,-1
105197,42132,SHP-4,2016-09-07,2016-09-10,3,4,Advance shipping,0,-1
105196,42132,SHP-4,2016-09-07,2016-09-10,3,4,Advance shipping,0,-1
105178,42126,SHP-4,2016-09-06,2016-09-08,2,4,Advance shipping,0,-2
105169,42123,SHP-4,2016-09-06,2016-09-10,4,4,Shipping on time,0,0
105162,42121,SHP-4,2016-09-06,2016-09-08,2,4,Advance shipping,0,-2
105155,42120,SHP-1,2016-09-06,2016-09-08,2,1,Late delivery,1,1
105142,42112,SHP-4,2016-09-06,2016-09-09,3,4,Advance shipping,0,-1
105136,42110,SHP-2,2016-09-06,2016-09-07,1,0,Late delivery,1,1
105127,42106,SHP-4,2016-09-06,2016-09-08,2,4,Advance shipping,0,-2
105124,42105,SHP-4,2016-09-06,2016-09-12,6,4,Late delivery,1,2
105120,42102,SHP-4,2016-09-06,2016-09-09,3,4,Advance shipping,0,-1
105117,42101,SHP-4,2016-09-06,2016-09-08,2,4,Advance shipping,0,-2
105090,42090,SHP-4,2016-09-06,2016-09-12,6,4,Late delivery,1,2
105069,42086,SHP-3,2016-09-06,2016-09-08,2,2,Shipping on time,0,0
105065,42085,SHP-3,2016-09-06,2016-09-12,6,2,Shipping canceled,0,4
105035,42074,SHP-4,2016-09-06,2016-09-11,5,4,Shipping canceled,0,1
105024,42071,SHP-4,2016-09-06,2016-09-08,2,4,Advance shipping,0,-2
105008,42062,SHP-3,2016-09-05,2016-09-08,3,2,Late delivery,1,1
104995,42059,SHP-4,2016-09-05,2016-09-10,5,4,Late delivery,1,1
104985,42055,SHP-3,2016-09-05,2016-09-11,6,2,Late delivery,1,4
104955,42046,SHP-1,2016-09-05,2016-09-07,2,1,Late delivery,1,1
104942,42042,SHP-4,2016-09-05,2016-09-08,3,4,Advance shipping,0,-1
104939,42040,SHP-4,2016-09-05,2016-09-11,6,4,Late delivery,1,2
104925,42032,SHP-4,2016-09-05,2016-09-08,3,4,Advance shipping,0,-1
104916,42029,SHP-4,2016-09-05,2016-09-10,5,4,Late delivery,1,1
104914,42029,SHP-4,2016-09-05,2016-09-10,5,4,Late delivery,1,1
104897,42022,SHP-4,2016-09-05,2016-09-08,3,4,Advance shipping,0,-1
104894,42022,SHP-4,2016-09-05,2016-09-08,3,4,Advance shipping,0,-1
104893,42021,SHP-4,2016-09-05,2016-09-07,2,4,Advance shipping,0,-2
104886,42020,SHP-4,2016-09-05,2016-09-11,6,4,Late delivery,1,2
104876,42014,SHP-1,2016-09-05,2016-09-07,2,1,Late delivery,1,1
104865,42012,SHP-2,2016-09-05,2016-09-05,0,0,Shipping on time,0,0
104836,41996,SHP-3,2016-09-05,2016-09-07,2,2,Shipping on time,0,0
104825,41990,SHP-4,2016-09-04,2016-09-10,6,4,Late delivery,1,2
104817,41986,SHP-4,2016-09-04,2016-09-06,2,4,Advance shipping,0,-2
104814,41985,SHP-4,2016-09-04,2016-09-10,6,4,Late delivery,1,2
104796,41979,SHP-3,2016-09-04,2016-09-09,5,2,Late delivery,1,3
104793,41978,SHP-3,2016-09-04,2016-09-08,4,2,Late delivery,1,2
104789,41977,SHP-3,2016-09-04,2016-09-07,3,2,Late delivery,1,1
104782,41975,SHP-4,2016-09-04,2016-09-10,6,4,Late delivery,1,2
104721,41948,SHP-1,2016-09-04,2016-09-06,2,1,Late delivery,1,1
104715,41946,SHP-4,2016-09-04,2016-09-06,2,4,Advance shipping,0,-2
104703,41941,SHP-4,2016-09-04,2016-09-06,2,4,Advance shipping,0,-2
104664,41929,SHP-4,2016-09-04,2016-09-09,5,4,Late delivery,1,1
104660,41927,SHP-3,2016-09-04,2016-09-07,3,2,Late delivery,1,1
104625,41915,SHP-2,2016-09-03,2016-09-04,1,0,Late delivery,1,1
104623,41914,SHP-4,2016-09-03,2016-09-08,5,4,Late delivery,1,1
104607,41908,SHP-2,2016-09-03,2016-09-04,1,0,Late delivery,1,1
104603,41906,SHP-2,2016-09-03,2016-09-04,1,0,Late delivery,1,1
104593,41902,SHP-4,2016-09-03,2016-09-06,3,4,Advance shipping,0,-1
104585,41898,SHP-3,2016-09-03,2016-09-07,4,2,Late delivery,1,2
104580,41896,SHP-4,2016-09-03,2016-09-05,2,4,Advance shipping,0,-2
104568,41893,SHP-4,2016-09-03,2016-09-07,4,4,Shipping on time,0,0
104554,41887,SHP-2,2016-09-03,2016-09-03,0,0,Shipping on time,0,0
104548,41886,SHP-2,2016-09-03,2016-09-03,0,0,Shipping canceled,0,0
104547,41886,SHP-2,2016-09-03,2016-09-03,0,0,Shipping canceled,0,0
104546,41885,SHP-2,2016-09-03,2016-09-03,0,0,Shipping on time,0,0
104533,41876,SHP-1,2016-09-03,2016-09-05,2,1,Late delivery,1,1
104517,41871,SHP-4,2016-09-03,2016-09-05,2,4,Advance shipping,0,-2
104511,41868,SHP-1,2016-09-03,2016-09-05,2,1,Shipping canceled,0,1
104506,41867,SHP-4,2016-09-03,2016-09-06,3,4,Advance shipping,0,-1
104504,41865,SHP-4,2016-09-03,2016-09-09,6,4,Late delivery,1,2
104480,41855,SHP-4,2016-09-02,2016-09-08,6,4,Shipping canceled,0,2
104464,41850,SHP-4,2016-09-02,2016-09-08,6,4,Late delivery,1,2
104452,41845,SHP-4,2016-09-02,2016-09-08,6,4,Late delivery,1,2
104446,41842,SHP-4,2016-09-02,2016-09-05,3,4,Advance shipping,0,-1
104435,41835,SHP-4,2016-09-02,2016-09-08,6,4,Late delivery,1,2
104420,41830,SHP-4,2016-09-02,2016-09-08,6,4,Late delivery,1,2
104397,41816,SHP-1,2016-09-02,2016-09-04,2,1,Late delivery,1,1
104395,41816,SHP-1,2016-09-02,2016-09-04,2,1,Late delivery,1,1
104393,41815,SHP-4,2016-09-02,2016-09-08,6,4,Late delivery,1,2
104381,41812,SHP-3,2016-09-02,2016-09-05,3,2,Late delivery,1,1
104374,41810,SHP-4,2016-09-02,2016-09-08,6,4,Late delivery,1,2
104357,41801,SHP-1,2016-09-02,2016-09-04,2,1,Late delivery,1,1
104354,41800,SHP-1,2016-09-02,2016-09-04,2,1,Late delivery,1,1
104347,41798,SHP-1,2016-09-02,2016-09-04,2,1,Late delivery,1,1
104338,41793,SHP-4,2016-09-02,2016-09-06,4,4,Shipping canceled,0,0
104327,41791,SHP-4,2016-09-02,2016-09-04,2,4,Advance shipping,0,-2
104323,41790,SHP-2,2016-09-02,2016-09-02,0,0,Shipping on time,0,0
104300,41781,SHP-4,2016-09-01,2016-09-03,2,4,Advance shipping,0,-2
104295,41780,SHP-4,2016-09-01,2016-09-07,6,4,Late delivery,1,2
104273,41773,SHP-4,2016-09-01,2016-09-05,4,4,Shipping on time,0,0
104258,41765,SHP-4,2016-09-01,2016-09-07,6,4,Late delivery,1,2
104255,41765,SHP-4,2016-09-01,2016-09-07,6,4,Late delivery,1,2
104253,41764,SHP-4,2016-09-01,2016-09-06,5,4,Late delivery,1,1
104248,41761,SHP-4,2016-09-01,2016-09-03,2,4,Advance shipping,0,-2
104244,41760,SHP-4,2016-09-01,2016-09-07,6,4,Late delivery,1,2
104226,41749,SHP-4,2016-09-01,2016-09-06,5,4,Late delivery,1,1
104224,41746,SHP-4,2016-09-01,2016-09-03,2,4,Advance shipping,0,-2
104223,41744,SHP-4,2016-09-01,2016-09-06,5,4,Late delivery,1,1
104220,41743,SHP-4,2016-09-01,2016-09-05,4,4,Shipping on time,0,0
104214,41740,SHP-4,2016-09-01,2016-09-07,6,4,Late delivery,1,2
104190,41731,SHP-4,2016-09-01,2016-09-03,2,4,Advance shipping,0,-2
104188,41730,SHP-4,2016-09-01,2016-09-07,6,4,Late delivery,1,2
104185,41730,SHP-4,2016-09-01,2016-09-07,6,4,Late delivery,1,2
104172,41724,SHP-4,2016-09-01,2016-09-06,5,4,Late delivery,1,1
104162,41719,SHP-4,2016-08-31,2016-09-05,5,4,Late delivery,1,1
104148,41716,SHP-4,2016-08-31,2016-09-02,2,4,Advance shipping,0,-2
104144,41715,SHP-4,2016-08-31,2016-09-06,6,4,Late delivery,1,2
104140,41713,SHP-1,2016-08-31,2016-09-02,2,1,Late delivery,1,1
104123,41706,SHP-4,2016-08-31,2016-09-02,2,4,Advance shipping,0,-2
104100,41700,SHP-3,2016-08-31,2016-09-06,6,2,Late delivery,1,4
104068,41689,SHP-1,2016-08-31,2016-09-02,2,1,Late delivery,1,1
104032,41673,SHP-4,2016-08-31,2016-09-04,4,4,Shipping on time,0,0
104022,41669,SHP-4,2016-08-31,2016-09-05,5,4,Late delivery,1,1
104021,41669,SHP-4,2016-08-31,2016-09-05,5,4,Late delivery,1,1
104017,41667,SHP-4,2016-08-31,2016-09-03,3,4,Advance shipping,0,-1
104015,41667,SHP-4,2016-08-31,2016-09-03,3,4,Advance shipping,0,-1
104001,41663,SHP-3,2016-08-31,2016-09-04,4,2,Late delivery,1,2
103996,41662,SHP-3,2016-08-31,2016-09-03,3,2,Late delivery,1,1
103992,41661,SHP-4,2016-08-31,2016-09-02,2,4,Advance shipping,0,-2
103984,41657,SHP-4,2016-08-31,2016-09-03,3,4,Advance shipping,0,-1
103977,41655,SHP-1,2016-08-31,2016-09-02,2,1,Late delivery,1,1
103970,41651,SHP-1,2016-08-30,2016-09-01,2,1,Late delivery,1,1
103960,41646,SHP-4,2016-08-30,2016-09-01,2,4,Advance shipping,0,-2
103958,41646,SHP-4,2016-08-30,2016-09-01,2,4,Advance shipping,0,-2
103955,41644,SHP-4,2016-08-30,2016-09-04,5,4,Late delivery,1,1
103949,41642,SHP-4,2016-08-30,2016-09-02,3,4,Advance shipping,0,-1
103939,41639,SHP-4,2016-08-30,2016-09-04,5,4,Late delivery,1,1
103932,41633,SHP-1,2016-08-30,2016-09-01,2,1,Late delivery,1,1
103928,41633,SHP-1,2016-08-30,2016-09-01,2,1,Late delivery,1,1
103922,41631,SHP-4,2016-08-30,2016-09-01,2,4,Shipping canceled,0,-2
103913,41628,SHP-4,2016-08-30,2016-09-03,4,4,Shipping on time,0,0
103906,41623,SHP-4,2016-08-30,2016-09-03,4,4,Shipping canceled,0,0
103887,41616,SHP-4,2016-08-30,2016-09-01,2,4,Advance shipping,0,-2
103885,41615,SHP-1,2016-08-30,2016-09-01,2,1,Late delivery,1,1
103882,41615,SHP-1,2016-08-30,2016-09-01,2,1,Late delivery,1,1
103872,41611,SHP-4,2016-08-30,2016-09-01,2,4,Advance shipping,0,-2
103871,41611,SHP-4,2016-08-30,2016-09-01,2,4,Advance shipping,0,-2
103860,41608,SHP-4,2016-08-30,2016-09-03,4,4,Shipping on time,0,0
103840,41603,SHP-4,2016-08-30,2016-09-03,4,4,Shipping on time,0,0
103824,41597,SHP-4,2016-08-30,2016-09-02,3,4,Advance shipping,0,-1
103820,41593,SHP-4,2016-08-30,2016-09-03,4,4,Shipping on time,0,0
103780,41576,SHP-4,2016-08-29,2016-08-31,2,4,Advance shipping,0,-2
103771,41573,SHP-4,2016-08-29,2016-09-02,4,4,Shipping on time,0,0
103755,41567,SHP-3,2016-08-29,2016-09-01,3,2,Late delivery,1,1
103753,41567,SHP-3,2016-08-29,2016-09-01,3,2,Late delivery,1,1
103729,41553,SHP-3,2016-08-29,2016-09-02,4,2,Late delivery,1,2
103726,41553,SHP-3,2016-08-29,2016-09-02,4,2,Late delivery,1,2
103715,41548,SHP-4,2016-08-29,2016-09-02,4,4,Shipping on time,0,0
103707,41545,SHP-4,2016-08-29,2016-09-04,6,4,Late delivery,1,2
103693,41541,SHP-4,2016-08-29,2016-08-31,2,4,Advance shipping,0,-2
103691,41541,SHP-4,2016-08-29,2016-08-31,2,4,Advance shipping,0,-2
103668,41532,SHP-1,2016-08-29,2016-08-31,2,1,Late delivery,1,1
103652,41525,SHP-4,2016-08-29,2016-09-04,6,4,Late delivery,1,2
103641,41521,SHP-3,2016-08-29,2016-08-31,2,2,Shipping on time,0,0
103634,41518,SHP-4,2016-08-29,2016-09-02,4,4,Shipping on time,0,0
103631,41517,SHP-4,2016-08-29,2016-09-01,3,4,Shipping canceled,0,-1
103625,41515,SHP-4,2016-08-29,2016-09-04,6,4,Late delivery,1,2
103616,41513,SHP-4,2016-08-28,2016-09-01,4,4,Shipping on time,0,0
103614,41513,SHP-4,2016-08-28,2016-09-01,4,4,Shipping on time,0,0
103613,41512,SHP-4,2016-08-28,2016-08-31,3,4,Advance shipping,0,-1
103599,41505,SHP-4,2016-08-28,2016-09-03,6,4,Late delivery,1,2
103596,41503,SHP-4,2016-08-28,2016-09-01,4,4,Shipping on time,0,0
103588,41501,SHP-1,2016-08-28,2016-08-30,2,1,Late delivery,1,1
103584,41499,SHP-3,2016-08-28,2016-09-02,5,2,Late delivery,1,3
103558,41490,SHP-3,2016-08-28,2016-09-03,6,2,Late delivery,1,4
103557,41489,SHP-3,2016-08-28,2016-09-02,5,2,Late delivery,1,3
103552,41487,SHP-3,2016-08-28,2016-08-31,3,2,Late delivery,1,1
103542,41482,SHP-1,2016-08-28,2016-08-30,2,1,Late delivery,1,1
103539,41480,SHP-4,2016-08-28,2016-09-03,6,4,Late delivery,1,2
103525,41476,SHP-4,2016-08-28,2016-08-30,2,4,Advance shipping,0,-2
103510,41472,SHP-4,2016-08-28,2016-08-31,3,4,Advance shipping,0,-1
103506,41469,SHP-4,2016-08-28,2016-09-02,5,4,Late delivery,1,1
103505,41468,SHP-3,2016-08-28,2016-09-01,4,2,Late delivery,1,2
103497,41464,SHP-2,2016-08-28,2016-08-28,0,0,Shipping on time,0,0
103475,41455,SHP-4,2016-08-28,2016-09-03,6,4,Late delivery,1,2
103473,41455,SHP-4,2016-08-28,2016-09-03,6,4,Late delivery,1,2
103458,41450,SHP-4,2016-08-28,2016-09-03,6,4,Late delivery,1,2
103453,41449,SHP-4,2016-08-28,2016-09-02,5,4,Late delivery,1,1
103448,41446,SHP-3,2016-08-28,2016-08-30,2,2,Shipping on time,0,0
103445,41444,SHP-4,2016-08-27,2016-09-01,5,4,Late delivery,1,1
103426,41436,SHP-4,2016-08-27,2016-08-29,2,4,Advance shipping,0,-2
103405,41427,SHP-1,2016-08-27,2016-08-29,2,1,Late delivery,1,1
103403,41426,SHP-2,2016-08-27,2016-08-28,1,0,Late delivery,1,1
103401,41425,SHP-2,2016-08-27,2016-08-28,1,0,Late delivery,1,1
103391,41423,SHP-4,2016-08-27,2016-08-31,4,4,Shipping on time,0,0
103384,41421,SHP-4,2016-08-27,2016-08-29,2,4,Advance shipping,0,-2
103376,41418,SHP-4,2016-08-27,2016-08-31,4,4,Shipping on time,0,0
103368,41414,SHP-4,2016-08-27,2016-09-01,5,4,Late delivery,1,1
103360,41412,SHP-4,2016-08-27,2016-08-30,3,4,Advance shipping,0,-1
103359,41411,SHP-1,2016-08-27,2016-08-29,2,1,Late delivery,1,1
103345,41404,SHP-4,2016-08-27,2016-09-01,5,4,Late delivery,1,1
103344,41404,SHP-4,2016-08-27,2016-09-01,5,4,Late delivery,1,1
103340,41403,SHP-4,2016-08-27,2016-08-31,4,4,Shipping on time,0,0
103332,41401,SHP-1,2016-08-27,2016-08-29,2,1,Late delivery,1,1
103326,41399,SHP-1,2016-08-27,2016-08-29,2,1,Late delivery,1,1
103323,41398,SHP-1,2016-08-27,2016-08-29,2,1,Late delivery,1,1
103310,41392,SHP-4,2016-08-27,2016-08-30,3,4,Advance shipping,0,-1
103276,41377,SHP-3,2016-08-26,2016-08-29,3,2,Late delivery,1,1
103267,41373,SHP-4,2016-08-26,2016-08-30,4,4,Shipping on time,0,0
103261,41370,SHP-3,2016-08-26,2016-09-01,6,2,Late delivery,1,4
103245,41361,SHP-4,2016-08-26,2016-08-28,2,4,Advance shipping,0,-2
103243,41361,SHP-4,2016-08-26,2016-08-28,2,4,Advance shipping,0,-2
103237,41357,SHP-4,2016-08-26,2016-08-29,3,4,Advance shipping,0,-1
103235,41357,SHP-4,2016-08-26,2016-08-29,3,4,Advance shipping,0,-1
103216,41349,SHP-1,2016-08-26,2016-08-28,2,1,Late delivery,1,1
103215,41348,SHP-4,2016-08-26,2016-08-30,4,4,Shipping on time,0,0
103212,41347,SHP-4,2016-08-26,2016-08-29,3,4,Advance shipping,0,-1
103207,41343,SHP-4,2016-08-26,2016-08-30,4,4,Shipping on time,0,0
103203,41342,SHP-4,2016-08-26,2016-08-29,3,4,Advance shipping,0,-1
103196,41338,SHP-4,2016-08-26,2016-08-30,4,4,Shipping on time,0,0
103193,41337,SHP-4,2016-08-26,2016-08-29,3,4,Advance shipping,0,-1
103149,41320,SHP-4,2016-08-26,2016-09-01,6,4,Late delivery,1,2
103139,41316,SHP-4,2016-08-26,2016-08-28,2,4,Advance shipping,0,-2
103131,41312,SHP-1,2016-08-26,2016-08-28,2,1,Late delivery,1,1
103125,41307,SHP-3,2016-08-25,2016-08-28,3,2,Late delivery,1,1
103120,41305,SHP-1,2016-08-25,2016-08-27,2,1,Late delivery,1,1
103096,41298,SHP-4,2016-08-25,2016-08-29,4,4,Shipping on time,0,0
103089,41296,SHP-4,2016-08-25,2016-08-27,2,4,Advance shipping,0,-2
103069,41289,SHP-3,2016-08-25,2016-08-30,5,2,Late delivery,1,3
103046,41283,SHP-1,2016-08-25,2016-08-27,2,1,Late delivery,1,1
103038,41280,SHP-3,2016-08-25,2016-08-31,6,2,Late delivery,1,4
103028,41277,SHP-3,2016-08-25,2016-08-28,3,2,Late delivery,1,1
103026,41275,SHP-1,2016-08-25,2016-08-27,2,1,Late delivery,1,1
103012,41268,SHP-3,2016-08-25,2016-08-29,4,2,Late delivery,1,2
102995,41261,SHP-4,2016-08-25,2016-08-27,2,4,Advance shipping,0,-2
102992,41261,SHP-4,2016-08-25,2016-08-27,2,4,Advance shipping,0,-2
102987,41260,SHP-1,2016-08-25,2016-08-27,2,1,Late delivery,1,1
102969,41252,SHP-3,2016-08-25,2016-08-28,3,2,Late delivery,1,1
102967,41252,SHP-3,2016-08-25,2016-08-28,3,2,Late delivery,1,1
102958,41250,SHP-4,2016-08-25,2016-08-31,6,4,Late delivery,1,2
102954,41247,SHP-1,2016-08-25,2016-08-27,2,1,Late delivery,1,1
102953,41247,SHP-1,2016-08-25,2016-08-27,2,1,Late delivery,1,1
102938,41241,SHP-3,2016-08-25,2016-08-27,2,2,Shipping on time,0,0
102936,41241,SHP-3,2016-08-25,2016-08-27,2,2,Shipping on time,0,0
102913,41231,SHP-3,2016-08-24,2016-08-26,2,2,Shipping canceled,0,0
102894,41224,SHP-4,2016-08-24,2016-08-29,5,4,Late delivery,1,1
102888,41221,SHP-4,2016-08-24,2016-08-26,2,4,Advance shipping,0,-2
102872,41215,SHP-4,2016-08-24,2016-08-30,6,4,Late delivery,1,2
102865,41213,SHP-4,2016-08-24,2016-08-28,4,4,Shipping on time,0,0
102851,41207,SHP-4,2016-08-24,2016-08-27,3,4,Advance shipping,0,-1
102842,41206,SHP-4,2016-08-24,2016-08-26,2,4,Advance shipping,0,-2
102820,41192,SHP-1,2016-08-24,2016-08-26,2,1,Late delivery,1,1
102816,41191,SHP-3,2016-08-24,2016-08-26,2,2,Shipping canceled,0,0
102815,41191,SHP-3,2016-08-24,2016-08-26,2,2,Shipping canceled,0,0
102805,41188,SHP-3,2016-08-24,2016-08-28,4,2,Late delivery,1,2
102787,41181,SHP-4,2016-08-24,2016-08-26,2,4,Advance shipping,0,-2
102779,41176,SHP-4,2016-08-24,2016-08-26,2,4,Advance shipping,0,-2
102773,41172,SHP-4,2016-08-24,2016-08-27,3,4,Advance shipping,0,-1
102772,41172,SHP-4,2016-08-24,2016-08-27,3,4,Advance shipping,0,-1
102753,41164,SHP-4,2016-08-23,2016-08-28,5,4,Late delivery,1,1
102751,41163,SHP-4,2016-08-23,2016-08-27,4,4,Shipping on time,0,0
102728,41153,SHP-4,2016-08-23,2016-08-27,4,4,Shipping on time,0,0
102713,41146,SHP-4,2016-08-23,2016-08-25,2,4,Advance shipping,0,-2
102712,41146,SHP-4,2016-08-23,2016-08-25,2,4,Advance shipping,0,-2
102668,41124,SHP-4,2016-08-23,2016-08-28,5,4,Late delivery,1,1
102664,41121,SHP-3,2016-08-23,2016-08-25,2,2,Shipping on time,0,0
102653,41119,SHP-4,2016-08-23,2016-08-28,5,4,Late delivery,1,1
102644,41115,SHP-4,2016-08-23,2016-08-29,6,4,Late delivery,1,2
102643,41115,SHP-4,2016-08-23,2016-08-29,6,4,Late delivery,1,2
102640,41114,SHP-4,2016-08-23,2016-08-28,5,4,Late delivery,1,1
102630,41111,SHP-3,2016-08-23,2016-08-25,2,2,Shipping on time,0,0
102627,41109,SHP-3,2016-08-23,2016-08-28,5,2,Late delivery,1,3
102626,41109,SHP-3,2016-08-23,2016-08-28,5,2,Late delivery,1,3
102625,41109,SHP-3,2016-08-23,2016-08-28,5,2,Late delivery,1,3
102623,41108,SHP-3,2016-08-23,2016-08-27,4,2,Late delivery,1,2
102608,41102,SHP-4,2016-08-22,2016-08-25,3,4,Advance shipping,0,-1
102607,41102,SHP-4,2016-08-22,2016-08-25,3,4,Advance shipping,0,-1
102597,41093,SHP-4,2016-08-22,2016-08-26,4,4,Shipping on time,0,0
102596,41093,SHP-4,2016-08-22,2016-08-26,4,4,Shipping on time,0,0
102582,41088,SHP-1,2016-08-22,2016-08-24,2,1,Late delivery,1,1
102578,41087,SHP-3,2016-08-22,2016-08-25,3,2,Late delivery,1,1
102557,41078,SHP-4,2016-08-22,2016-08-26,4,4,Shipping on time,0,0
102552,41077,SHP-4,2016-08-22,2016-08-25,3,4,Advance shipping,0,-1
102547,41075,SHP-4,2016-08-22,2016-08-28,6,4,Late delivery,1,2
